Sample #,IGSN parent #,IGSN daughter #,Samp Date,latitude,longitude,elev (ft),elev (m),slope %,sample type,site,locality,description,classification,min depth (cm),max depth (cm),Horizon,landform,Mapped Lithologic unit,Parent Material,NOTES,bulk density vol (cm3),bulk density (g/cm3),pH,soilmoisture%,om_perc,LOI %,sand_perc,silt_perc,clay_perc,rockfrag_perc,sand % (1000 - 2000 æm),sand % (500 - 1000 æm),sand % (250 - 500 æm), sand % (100 - 250 æm),sand % (50 -100 æm),silt % (2 - 20 æm),silt % (20 - 50 æm),clay % (<2 æm),Texture Class,Total Carbon %,Organic Carbon %,Nitrogen_ppm,Total Carbon pcnt,Organic Carbon pcnt,Total Nitrogen pcnt,Nitrogen ppm,Al2O3 (%),BaO (%),Ba (ppm),CaO (%),Cr2O3 (%),Fe2O3T (%),K2O (%),MgO (%),MnO (%),Na2O (%),Nb (ppm),P2O5 (%),SiO2 (%),SrO (%),Sr (ppm),TiO2 (%),Y (ppm),Zn (ppm),Zr (ppm),LOI (900C),LOI (1000C),bulk XRD,clay XRD,CEC,"Al, Fe, Si sequential extractions",BrayP %,fiber unrubbed %,fiber rubbed %,Thin sections,Plutonium,d13C,Archived in box at JFSL,Hue,Value,Chroma,additional colors listed,*chose dominant color where multiple colors exist in order to graphs
HLEF-19-81,,,6/27/2019,58.65214,-134.8457,2066.9292,630,55,soil,HLEF,Middle Ridge North Slope Taku Midslope,Pedon 06 -Taku + Tonalite midslope Middle Ridge,Andic Haplocryod,55,62,2C,backslope,Taku+Tonalite,Slate> Tonalite - Colluvium,,138.5,0.17,5.51,,,,,,,,12.3806,15.3203,15.0001,17.2102,11.9828,8.3671,15.2835,4.4555,SL,,,,4.115,,0.157,1570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 1,10YR,3,6,,
HLEF-19-82,,,6/27/2019,58.65214,-134.8457,2066.9292,630,55,soil,HLEF,Middle Ridge North Slope Taku Midslope,Pedon 06 -Taku + Tonalite midslope Middle Ridge,Andic Haplocryod,47,55,B/C,backslope,Taku+Tonalite,Slate> Tonalite - Colluvium,,138.5,,5.38,,,,,,,,9.7256,9.0637,9.6439,10.5177,8.9794,25.1652,20.8964,6.008,L,,,,4.228,,0.157,1570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 1,10YR,3,3,,
HLEF-19-83,,,6/27/2019,58.65214,-134.8457,2066.9292,630,55,soil,HLEF,Middle Ridge North Slope Taku Midslope,Pedon 06 -Taku + Tonalite midslope Middle Ridge,Andic Haplocryod,28,47,Bhs2,backslope,Taku+Tonalite,Slate> Tonalite - Colluvium,,138.5,0.39,5.33,,,,,,,,7.8614,7.8191,7.3273,10.7716,9.8127,24.8931,25.4701,6.0447,L,,,,4.277,,0.18,1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 1,10YR,4,4,,
HLEF-19-84,,,6/27/2019,58.65214,-134.8457,2066.9292,630,55,soil,HLEF,Middle Ridge North Slope Taku Midslope,Pedon 06 -Taku + Tonalite midslope Middle Ridge,Andic Haplocryod,16,28,Bhs,backslope,Taku+Tonalite,Slate> Tonalite - Colluvium,,138.5,0.39,5.07,,,,,,,,11.141,10.38,10.1017,11.0404,7.3526,21.0587,23.4669,5.4587,L,,,,4.267,,0.184,1840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 1,10YR,3,3,,
HLEF-19-85,,,6/27/2019,58.65214,-134.8457,2066.9292,630,55,om,HLEF,Middle Ridge North Slope Taku Midslope,Pedon 06 -Taku + Tonalite midslope Middle Ridge,Andic Haplocryod,10,16,E/Bh,backslope,Taku+Tonalite,Slate> Tonalite - Colluvium,Bulk sample missing. To take from Bd,125,0.05,4.16,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,6.55,,0.33,3260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 1,10YR,2,1,,
HLEF-19-86,,,6/27/2019,58.65214,-134.8457,2066.9292,630,55,db,HLEF,Middle Ridge North Slope Taku Midslope,Pedon 06 -Taku + Tonalite midslope Middle Ridge,Andic Haplocryod,62,87,2C2,backslope,Taku+Tonalite,Slate> Tonalite - Colluvium,,138.5,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HLEF-19-87,,,6/27/2019,58.65214,-134.8457,2066.9292,630,55,db,HLEF,Middle Ridge North Slope Taku Midslope,Pedon 06 -Taku + Tonalite midslope Middle Ridge,Andic Haplocryod,55,62,2C,backslope,Taku+Tonalite,Slate> Tonalite - Colluvium,,138.5,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HLEF-19-88,,,6/27/2019,58.65214,-134.8457,2066.9292,630,55,db,HLEF,Middle Ridge North Slope Taku Midslope,Pedon 06 -Taku + Tonalite midslope Middle Ridge,Andic Haplocryod,28,47,Bhs2,backslope,Taku+Tonalite,Slate> Tonalite - Colluvium,,138.5,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HLEF-19-89,,,6/27/2019,58.65214,-134.8457,2066.9292,630,55,db,HLEF,Middle Ridge North Slope Taku Midslope,Pedon 06 -Taku + Tonalite midslope Middle Ridge,Andic Haplocryod,16,28,Bhs,backslope,Taku+Tonalite,Slate> Tonalite - Colluvium,,138.5,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HLEF-19-90,,,6/27/2019,58.65214,-134.8457,2066.9292,630,55,db,HLEF,Middle Ridge North Slope Taku Midslope,Pedon 06 -Taku + Tonalite midslope Middle Ridge,Andic Haplocryod,16,28,Bhs,backslope,Taku+Tonalite,Slate> Tonalite - Colluvium,,138.5,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HLEF-19-91,,,6/27/2019,58.65214,-134.8457,2066.9292,630,55,db,HLEF,Middle Ridge North Slope Taku Midslope,Pedon 06 -Taku + Tonalite midslope Middle Ridge,Andic Haplocryod,10,28,Oa,backslope,Taku+Tonalite,Slate> Tonalite - Colluvium,,125,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HLEF-19-92,,,6/27/2019,58.65214,-134.8457,2066.9292,630,55,db,HLEF,Middle Ridge North Slope Taku Midslope,Pedon 06 -Taku + Tonalite midslope Middle Ridge,Andic Haplocryod,10,28,Oa,backslope,Taku+Tonalite,Slate> Tonalite - Colluvium,,125,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HLEF-19-93,,,6/27/2019,58.65214,-134.8457,2066.9292,630,55,db,HLEF,Middle Ridge North Slope Taku Midslope,Pedon 06 -Taku + Tonalite midslope Middle Ridge,Andic Haplocryod,0,10,Oe,backslope,Taku+Tonalite,Slate> Tonalite - Colluvium,,125,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5YR,2.5,3,,
HLEF-19-94,,,6/27/2019,58.65214,-134.8457,2066.9292,630,55,db,HLEF,Middle Ridge North Slope Taku Midslope,Pedon 06 -Taku + Tonalite midslope Middle Ridge,Andic Haplocryod,0,10,Oe,backslope,Taku+Tonalite,Slate> Tonalite - Colluvium,,125,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HLEF-19-95,,,6/27/2019,58.64888,-134.839706,2493,760,0,soil,HLEF,Middle Ridge Taku Ridgetop East,Pedon 03 - Taku Ridgetop near Tonalite contact,Lithic Humicryod,20,70,Bs,backslope,Taku+Tonalite,Slate > Tonalite - Till,,138.5,1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HLEF-19-96,,,6/27/2019,58.64888,-134.839706,2493,760,0,db,HLEF,Middle Ridge Taku Ridgetop East,Pedon 03 - Taku Ridgetop near Tonalite contact,Lithic Humicryod,20,70,Bs,backslope,Taku+Tonalite,Slate > Tonalite - Till,,138.5,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HLEF-19-97,,,6/27/2019,58.64888,-134.839706,2493,760,0,db,HLEF,Middle Ridge Taku Ridgetop East,Pedon 03 - Taku Ridgetop near Tonalite contact,Lithic Humicryod,20,70,Bs,backslope,Taku+Tonalite,Slate > Tonalite - Till,,138.5,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HLEF-19-98,,,7/10/2019,58.37764,-134.54618,820.21,250,65,om,THMN,Thunder Mountain Taku North Upper Backslope,Pedon 07 - Taku Upper Backslope off Jordan creek,,0,4,O,backslope,Taku,Slate or Phyllite - Colluvium,,,,4.55,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,41.231,,1.395,13950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 1,,,,,
HLEF-19-99,,,7/10/2019,58.37764,-134.54618,820.21,250,65,soil,THMN,Thunder Mountain Taku North Upper Backslope,Pedon 07 - Taku Upper Backslope off Jordan creek,,4,9,E,backslope,Taku,Slate or Phyllite - Colluvium,,138.5,0.48,4.66,,,,,,,,6.5962,4.5296,3.3752,5.7942,6.7467,44.9129,13.2781,14.767,SiL,,,,4.328,,0.237,2370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 1,5Y,3,1,,
HLEF-19-100,,,7/10/2019,58.37764,-134.54618,820.21,250,65,soil,THMN,Thunder Mountain Taku North Upper Backslope,Pedon 07 - Taku Upper Backslope off Jordan creek,,9,15,Bs,backslope,Taku,Slate or Phyllite - Colluvium,,138.5,0.43,4.91,,,,,,,,23.0373,5.9096,6.8431,6.441,4.4215,28.3128,10.3146,14.7202,L,,,,4.622,,0.218,2180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 2,7.5YR,3,4,,
HLEF-19-101,,,7/10/2019,58.37764,-134.54618,820.21,250,65,soil,THMN,Thunder Mountain Taku North Upper Backslope,Pedon 07 - Taku Upper Backslope off Jordan creek,,15,48,2 B/C,backslope,Taku,Slate or Phyllite - Colluvium,,138.5,0.51,5.01,,,,,,,,26.9727,14.8366,8.2819,7.1141,4.7992,23.1565,8.4687,6.3704,SL,,,,1.601,,0.126,1260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 2,7.5YR,3,1,,
HLEF-19-102,,,7/10/2019,58.37764,-134.54618,820.21,250,65,soil,THMN,Thunder Mountain Taku North Upper Backslope,Pedon 07 - Taku Upper Backslope off Jordan creek,,48,87,3 B/C,backslope,Taku,Slate or Phyllite - Colluvium,,138.5,0.6,5.13,,,,,,,,19.4673,14.531,11.2753,16.5536,10.893,14.3335,9.5171,3.4292,SL,,,,1.082,,0.079,790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 2,10YR,3,3,,
HLEF-19-103,,,7/10/2019,58.37764,-134.54618,820.21,250,65,rock,THMN,Thunder Mountain Taku North Upper Backslope,Pedon 07 - Taku Upper Backslope off Jordan creek,,87+,,4 C/R,backslope,Taku,Slate or Phyllite - Colluvium,,,,,,,,,,,,,,,,,,,,,,,,0.383,,0.044,440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 2,,,,,
HLEF-19-104,,,7/10/2019,58.37764,-134.54618,820.21,250,65,db,THMN,Thunder Mountain Taku North Upper Backslope,Pedon 07 - Taku Upper Backslope off Jordan creek,,4,9,E,backslope,Taku,Slate or Phyllite - Colluvium,,138.5,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HLEF-19-105,,,7/10/2019,58.37764,-134.54618,820.21,250,65,db,THMN,Thunder Mountain Taku North Upper Backslope,Pedon 07 - Taku Upper Backslope off Jordan creek,,4,9,E,backslope,Taku,Slate or Phyllite - Colluvium,,138.5,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 2,,,,,
HLEF-19-106,,,7/10/2019,58.37764,-134.54618,820.21,250,65,db,THMN,Thunder Mountain Taku North Upper Backslope,Pedon 07 - Taku Upper Backslope off Jordan creek,,9,15,Bs,backslope,Taku,Slate or Phyllite - Colluvium,,138.5,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 2,,,,,
HLEF-19-107,,,7/10/2019,58.37764,-134.54618,820.21,250,65,db,THMN,Thunder Mountain Taku North Upper Backslope,Pedon 07 - Taku Upper Backslope off Jordan creek,,9,15,Bs,backslope,Taku,Slate or Phyllite - Colluvium,,138.5,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 2,,,,,
HLEF-19-108,,,7/10/2019,58.37764,-134.54618,820.21,250,65,db,THMN,Thunder Mountain Taku North Upper Backslope,Pedon 07 - Taku Upper Backslope off Jordan creek,,15,48,2 B/C,backslope,Taku,Slate or Phyllite - Colluvium,,138.5,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 2,,,,,
HLEF-19-109,,,7/10/2019,58.37764,-134.54618,820.21,250,65,db,THMN,Thunder Mountain Taku North Upper Backslope,Pedon 07 - Taku Upper Backslope off Jordan creek,,15,48,2 B/C,backslope,Taku,Slate or Phyllite - Colluvium,,138.5,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 2,,,,,
HLEF-19-110,,,7/10/2019,58.37764,-134.54618,820.21,250,65,db,THMN,Thunder Mountain Taku North Upper Backslope,Pedon 07 - Taku Upper Backslope off Jordan creek,,48,87,3 B/C,backslope,Taku,Slate or Phyllite - Colluvium,,138.5,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 2,,,,,
HLEF-19-111,,,7/10/2019,58.37764,-134.54618,820.21,250,65,db,THMN,Thunder Mountain Taku North Upper Backslope,Pedon 07 - Taku Upper Backslope off Jordan creek,,48,87,3 B/C,backslope,Taku,Slate or Phyllite - Colluvium,,138.5,0.55,,,,,,,,,,,,,,,,,,,,,0.35,,0.048,480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HLEF-19-112,,,7/11/2019,58.37823,-134.54806,984.252,300,65,om,THMN,Thunder Mountain Taku North Mid Backslope,Pedon 08 - Taku Mid Backslope off Jordan creek,Andic Humicryod,0,5,Oe,backslope,Taku,Slate or Phyllite - Colluvium,,,,3.82,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 2,2.5YR,2.5,2,,
HLEF-19-113,,,7/11/2019,58.37823,-134.54806,984.252,300,65,om,THMN,Thunder Mountain Taku North Mid Backslope,Pedon 08 - Taku Mid Backslope off Jordan creek,Andic Humicryod,5,15,Oi,backslope,Taku,Slate or Phyllite - Colluvium,,125,0.2,3.5,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 2,2.5YR,3,6,,
HLEF-19-114,,,7/11/2019,58.37823,-134.54806,984.252,300,65,soil,THMN,Thunder Mountain Taku North Mid Backslope,Pedon 08 - Taku Mid Backslope off Jordan creek,Andic Humicryod,15,23,E,backslope,Taku,Slate or Phyllite - Colluvium,,138.5,0.31,3.98,,,,,,,,4.412,4.3756,3.9919,5.8752,6.6856,47.1833,14.9716,12.5047,SiL,,,,7.172,,0.304,3040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,box 2,N,3,3,,
HLEF-19-115,,,7/11/2019,58.37823,-134.54806,984.252,300,65,soil,THMN,Thunder Mountain Taku North Mid Backslope,Pedon 08 - Taku Mid Backslope off Jordan creek,Andic Humicryod,23,28,Bh,backslope,Taku,Slate or Phyllite - Colluvium,,138.5,0.33,4.09,,,,,,,,7.5782,5.5885,4.0445,4.3303,4.1922,35.1566,8.1654,30.9443,CL,,,,10.254,,0.409,4090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 2,7.5YR,2.5,1,,
HLEF-19-116,,,7/11/2019,58.37823,-134.54806,984.252,300,65,soil,THMN,Thunder Mountain Taku North Mid Backslope,Pedon 08 - Taku Mid Backslope off Jordan creek,Andic Humicryod,28,54,Bhs/Bs,backslope,Taku,Slate or Phyllite - Colluvium,,138.5,0.37,4.65,,,,,,,,11.8596,7.1528,4.7441,6.5889,7.638,40.9118,9.4937,11.611,L,,,,6.583,,0.215,2150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,box 2,10YR,3,4,,
HLEF-19-117,,,7/11/2019,58.37823,-134.54806,984.252,300,65,soil,THMN,Thunder Mountain Taku North Mid Backslope,Pedon 08 - Taku Mid Backslope off Jordan creek,Andic Humicryod,54,60,2E,backslope,Taku,Slate or Phyllite - Colluvium,,,,4.78,,,,,,,,8.7105,6.3655,5.818,4.7845,6.6481,44.4152,12.5086,10.7496,SiL,,,,3.4,,0.128,1280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 2,N,4,4,,
HLEF-19-118,,,7/11/2019,58.37823,-134.54806,984.252,300,65,soil,THMN,Thunder Mountain Taku North Mid Backslope,Pedon 08 - Taku Mid Backslope off Jordan creek,Andic Humicryod,60,85,2BC,backslope,Taku,Slate or Phyllite - Colluvium,,,,4.85,,,,,,,,15.2988,6.6851,6.0122,7.1208,7.8578,37.8187,10.4478,8.7587,L,,,,4.121,,0.157,1570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 2,10YR,3,3,,
HLEF-19-119,,,7/11/2019,58.37823,-134.54806,984.252,300,65,soil,THMN,Thunder Mountain Taku North Mid Backslope,Pedon 08 - Taku Mid Backslope off Jordan creek,Andic Humicryod,85,112,3Bsg,backslope,Taku,Slate or Phyllite - Colluvium,,,,4.95,,,,,,,,25.2445,12.5569,10.1292,5.9006,4.8677,26.1904,8.0161,7.0947,SL,,,,3.282,,0.159,1590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,box 2,2.5Y,4,3,,
HLEF-19-120,,,7/11/2019,58.37823,-134.54806,984.252,300,65,soil,THMN,Thunder Mountain Taku North Mid Backslope,Pedon 08 - Taku Mid Backslope off Jordan creek,Andic Humicryod,112,145,3BCg,backslope,Taku,Slate or Phyllite - Colluvium,,,,4.85,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,5.891,,0.253,2530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 2,7.5YR,3,4,,
HLEF-19-121,,,7/11/2019,58.37823,-134.54806,984.252,300,65,soil,THMN,Thunder Mountain Taku North Mid Backslope,Pedon 08 - Taku Mid Backslope off Jordan creek,Andic Humicryod,145+,,4Cr,backslope,Taku,Slate or Phyllite - Colluvium,,,,,,,,,,,,,,,,,,,,,,,,0.655,,0.059,590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 2,,,,,
HLEF-19-122,,,7/11/2019,58.37823,-134.54806,984.252,300,65,db,THMN,Thunder Mountain Taku North Mid Backslope,Pedon 08 - Taku Mid Backslope off Jordan creek,Andic Humicryod,5,15,Oi,backslope,Taku,Slate or Phyllite - Colluvium,,125,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 2,,,,,
HLEF-19-123,,,7/11/2019,58.37823,-134.54806,984.252,300,65,db,THMN,Thunder Mountain Taku North Mid Backslope,Pedon 08 - Taku Mid Backslope off Jordan creek,Andic Humicryod,15,23,E,backslope,Taku,Slate or Phyllite - Colluvium,,138.5,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 2,,,,,
HLEF-19-124,,,7/11/2019,58.37823,-134.54806,984.252,300,65,db,THMN,Thunder Mountain Taku North Mid Backslope,Pedon 08 - Taku Mid Backslope off Jordan creek,Andic Humicryod,15,23,E,backslope,Taku,Slate or Phyllite - Colluvium,,138.5,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HLEF-19-125,,,7/11/2019,58.37823,-134.54806,984.252,300,65,db,THMN,Thunder Mountain Taku North Mid Backslope,Pedon 08 - Taku Mid Backslope off Jordan creek,Andic Humicryod,23,28,Bh,backslope,Taku,Slate or Phyllite - Colluvium,,138.5,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 2,,,,,
HLEF-19-126,,,7/11/2019,58.37823,-134.54806,984.252,300,65,db,THMN,Thunder Mountain Taku North Mid Backslope,Pedon 08 - Taku Mid Backslope off Jordan creek,Andic Humicryod,23,28,Bh,backslope,Taku,Slate or Phyllite - Colluvium,,138.5,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 2,,,,,
HLEF-19-127,,,7/11/2019,58.37823,-134.54806,984.252,300,65,db,THMN,Thunder Mountain Taku North Mid Backslope,Pedon 08 - Taku Mid Backslope off Jordan creek,Andic Humicryod,28,54,Bhs/Bs,backslope,Taku,Slate or Phyllite - Colluvium,,138.5,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 2,,,,,
HLEF-19-128,,,7/11/2019,58.37823,-134.54806,984.252,300,65,db,THMN,Thunder Mountain Taku North Mid Backslope,Pedon 08 - Taku Mid Backslope off Jordan creek,Andic Humicryod,28,54,Bhs/Bs,backslope,Taku,Slate or Phyllite - Colluvium,,138.5,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 2,,,,,
HLEF-19-129,,,7/11/2019,58.37977,-134.55011,1148.294,350,60,om,THMN,Thunder Mountain Taku North Lower Backslope,Pedon 09 - Taku Lower Backslope off Jordan creek,,0,6,Oi,backslope,Taku,Slate or Phyllite - Colluvium,,,,3.84,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,44.297,,0.915,9150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 2,5YR,3,2,,
HLEF-19-130,,,7/11/2019,58.37977,-134.55011,1148.294,350,60,om,THMN,Thunder Mountain Taku North Lower Backslope,Pedon 09 - Taku Lower Backslope off Jordan creek,,6,10,Oe,backslope,Taku,Slate or Phyllite - Colluvium,,125,0.2,4.05,,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,40.063,,1.083,10830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 2,7.5YR,2.5,2,,
HLEF-19-131,,,7/11/2019,58.37977,-134.55011,1148.294,350,60,soil,THMN,Thunder Mountain Taku North Lower Backslope,Pedon 09 - Taku Lower Backslope off Jordan creek,,10,16,E,backslope,Taku,Slate or Phyllite - Colluvium,,138.5,0.49,3.76,,,,,,,,4.1648,3.3137,2.965,4.049,4.4717,54.2304,11.9307,14.8746,SiL,,,,6.193,,0.359,3590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 2,N,4,,,
HLEF-19-132,,,7/11/2019,58.37977,-134.55011,1148.294,350,60,soil,THMN,Thunder Mountain Taku North Lower Backslope,Pedon 09 - Taku Lower Backslope off Jordan creek,,16,26,Bhs,backslope,Taku,Slate or Phyllite - Colluvium,,138.5,0.45,4.31,,,,,,,,16.1151,6.4846,3.8578,3.7295,3.9157,35.5508,7.9531,22.3933,L,,,,10.657,,0.411,4110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 2,2.5YR,3,2,,
HLEF-19-133,,,7/11/2019,58.37977,-134.55011,1148.294,350,60,soil,THMN,Thunder Mountain Taku North Lower Backslope,Pedon 09 - Taku Lower Backslope off Jordan creek,,26,48,Bs,backslope,Taku,Slate or Phyllite - Colluvium,,138.5,0.43,4.64,,,,,,,,13.1532,6.1028,3.5817,3.9736,4.1798,44.8734,9.2266,14.909,SiL,,,,5.321,,0.215,2150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 2,10YR,4,3,,
HLEF-19-134,,,7/11/2019,58.37977,-134.55011,1148.294,350,60,soil,THMN,Thunder Mountain Taku North Lower Backslope,Pedon 09 - Taku Lower Backslope off Jordan creek,,48,55,Eb,backslope,Taku,Slate or Phyllite - Colluvium,,,,4.65,,,,,,,,2.6977,3.1462,3.1235,4.6176,6.0395,55.4739,13.3311,11.5704,SiL,,,,2.032,,0.095,950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 2,N,3,,,
HLEF-19-135,,,7/11/2019,58.37977,-134.55011,1148.294,350,60,soil,THMN,Thunder Mountain Taku North Lower Backslope,Pedon 09 - Taku Lower Backslope off Jordan creek,,55,72,B/C,backslope,Taku,Slate or Phyllite - Colluvium,,,,4.64,,,,,,,,14.2531,6.3566,5.24,6.147,5.1485,44.9224,8.0513,9.8811,SiL,,,,4.196,,0.158,1580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 2,7.5YR,3,3,,
HLEF-19-136,,,7/11/2019,58.37977,-134.55011,1148.294,350,60,soil,THMN,Thunder Mountain Taku North Lower Backslope,Pedon 09 - Taku Lower Backslope off Jordan creek,,72+,,Cr,backslope,Taku,Slate or Phyllite - Colluvium,,,,,,,,,,,,30.6354,13.8194,7.3176,9.5376,4.4713,23.0691,3.7497,7.4,SL,,,,4.836,,0.186,1860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 2,7.5YR,2.5,3,,
HLEF-19-137,,,7/11/2019,58.37977,-134.55011,1148.294,350,60,db,THMN,Thunder Mountain Taku North Lower Backslope,Pedon 09 - Taku Lower Backslope off Jordan creek,,6,10,Oe,backslope,Taku,Slate or Phyllite - Colluvium,,125,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 2,,,,,
HLEF-19-138,,,7/11/2019,58.37977,-134.55011,1148.294,350,60,db,THMN,Thunder Mountain Taku North Lower Backslope,Pedon 09 - Taku Lower Backslope off Jordan creek,,6,10,Oe,backslope,Taku,Slate or Phyllite - Colluvium,,125,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 2,,,,,
HLEF-19-139,,,7/11/2019,58.37977,-134.55011,1148.294,350,60,db,THMN,Thunder Mountain Taku North Lower Backslope,Pedon 09 - Taku Lower Backslope off Jordan creek,,10,16,E,backslope,Taku,Slate or Phyllite - Colluvium,,138.5,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,box 2,,,,,
